cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord_uid_001624,sha_00000658,WHO,Covid-19 Transmission Hospitalization: A recovery Study,10.1000/001624,PMC0001624,107263,cc-by,This study investigates immunity in relation to recovery. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 1511 patients.,2020-08-22,,Nature,,cov_001624,,,pmc_001624.json,https://example.com/paper/1624,s2_00001624
cord_uid_001625,,Custom,Vaccine Sars-Cov-2 Mortality: A clinical trial Study,10.1000/001625,PMC0001625,510609,cc-by,This study investigates testing in relation to clinical trial. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 4493 patients.,2020-10-24,"Wilson, M.",Science,,,arXiv:2022.2110,pdf_001625.json,pmc_001625.json,,
cord_uid_001626,sha_0000065a,WHO,Vaccine Transmission: A gastrointestinal Study,10.1000/001626,PMC0001626,666869,custom,This study investigates outbreak in relation to gastrointestinal. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4626 patients.,2020-08-16,"Miller, F.; Hernandez, J.; Moore, Q.; Davis, G.",Lancet Infectious Diseases,mag_00001626,,,,,https://example.com/paper/1626,s2_00001626
cord_uid_001627,,PMC,Variant Icu: A recovery Study,10.1000/001627,PMC0001627,,cc-by-nc,This study investigates variant in relation to recovery. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4272 patients.,2021-04-05,"Rodriguez, H.; Gonzalez, L.",Emerging Infectious Diseases,mag_00001627,,,pdf_001627.json,,,s2_00001627
cord_uid_001628,sha_0000065c,CDC,Outbreak Social Distancing Coronavirus: A risk factors Study,10.1000/001628,,376047,cc0,This study investigates testing in relation to risk factors. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1334 patients.,2020-03-26,"Garcia, E.",Journal of Medical Virology,,cov_001628,arXiv:2015.3649,,,https://example.com/paper/1628,
cord_uid_001629,,CDC,Comorbidity Lockdown: A clinical trial Study,10.1000/001629,PMC0001629,968465,cc0,This study investigates SARS-CoV-2 in relation to clinical trial. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 3497 patients.,2022-08-17,"Moore, Q.; Taylor, P.",Cell,mag_00001629,,,,,https://example.com/paper/1629,s2_00001629
cord_uid_001630,sha_0000065e,Custom,Asymptomatic Vaccine: A respiratory Study,,,216622,cc-by,This study investigates outbreak in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 2866 patients.,2021-09-20,"Wilson, M.; Taylor, P.; Smith, J.",Journal of Medical Virology,,cov_001630,,,,https://example.com/paper/1630,
cord_uid_001631,sha_0000065f,CDC,Sars-Cov-2 Covid-19 Vaccine: A dermatological Study,10.1000/001631,PMC0001631,,cc-by-nc,,2022-08-17,"Anderson, N.; Jones, D.; Martinez, I.; Rodriguez, H.",Cell,,,,pdf_001631.json,pmc_001631.json,https://example.com/paper/1631,
cord_uid_001632,sha_00000660,PMC,Vaccine Elderly: A long-term effects Study,10.1000/001632,PMC0001632,912529,cc-by,This study investigates COVID-19 in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 515 patients.,2021-10-13,"Wilson, M.",Nature,mag_00001632,,,pdf_001632.json,,https://example.com/paper/1632,
cord_uid_001633,sha_00000661,WHO,Elderly Transmission: A dermatological Study,10.1000/001633,,546901,custom,This study investigates ICU in relation to dermatological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 2869 patients.,2021-02-12,"Lopez, K.; Martin, S.; Jackson, R.; Jones, D.",JAMA,mag_00001633,,,pdf_001633.json,,https://example.com/paper/1633,
cord_uid_001634,,WHO,Sars-Cov-2: A clinical trial Study,10.1000/001634,PMC0001634,401809,custom,This study investigates transmission in relation to clinical trial. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 2189 patients.,2021-03-04,"Rodriguez, H.; Hernandez, J.; Davis, G.; Moore, Q.",Nature,,,,,,https://example.com/paper/1634,
cord_uid_001635,sha_00000663,Custom,Sars-Cov-2 Antibody: A long-term effects Study,10.1000/001635,,,cc-by,This study investigates asymptomatic in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 587 patients.,2021-01-05,"Brown, C.; Jackson, R.; Gonzalez, L.; Martin, S.; Miller, F.",Nature Medicine,mag_00001635,,,pdf_001635.json,,,s2_00001635
cord_uid_001636,sha_00000664,PubMed,Coronavirus Outbreak: A recovery Study,10.1000/001636,PMC0001636,559789,cc0,This study investigates COVID-19 in relation to recovery. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 3141 patients.,2022-06-30,"Anderson, N.; Martinez, I.; Miller, F.; Gonzalez, L.",JAMA,,,,,pmc_001636.json,,s2_00001636
cord_uid_001637,sha_00000665,PubMed,Icu Elderly: A long-term effects Study,10.1000/001637,,648935,cc0,This study investigates mortality in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 3473 patients.,2022-08-09,"Gonzalez, L.",Cell,,,,pdf_001637.json,,,s2_00001637
cord_uid_001638,sha_00000666,PubMed,Covid-19 Asymptomatic Mortality: A respiratory Study,10.1000/001638,,485196,custom,This study investigates coronavirus in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 212 patients.,2020-02-13,"Hernandez, J.; Thomas, O.; Martinez, I.",PLOS ONE,mag_00001638,,arXiv:2003.3794,,,,
cord_uid_001639,sha_00000667,PMC,Pandemic: A neurological Study,10.1000/001639,PMC0001639,,cc-by-nc,This study investigates ICU in relation to neurological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2030 patients.,2022-06-11,"Jackson, R.; Martinez, I.; Brown, C.",Clinical Infectious Diseases,mag_00001639,cov_001639,,,pmc_001639.json,,
cord_uid_001640,,CDC,Testing: A diagnosis Study,10.1000/001640,PMC0001640,,cc0,This study investigates mortality in relation to diagnosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 2368 patients.,2022-01-23,"Jones, D.; Taylor, P.; Wilson, M.; Miller, F.; Martin, S.",Nature,mag_00001640,,,,,,
cord_uid_001641,sha_00000669,Custom,Antibody Covid-19 Transmission: A respiratory Study,10.1000/001641,,,cc0,This study investigates immunity in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 3053 patients.,2021-06-26,"Rodriguez, H.; Williams, B.; Gonzalez, L.; Garcia, E.",JAMA,mag_00001641,cov_001641,,,pmc_001641.json,https://example.com/paper/1641,s2_00001641
cord_uid_001642,,WHO,Variant Sars-Cov-2 Lockdown: A cardiovascular Study,,,477690,cc-by,This study investigates social distancing in relation to cardiovascular. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1438 patients.,2022-01-19,"Johnson, A.; Jones, D.; Davis, G.; Hernandez, J.",Nature,mag_00001642,cov_001642,arXiv:2007.1278,,,https://example.com/paper/1642,s2_00001642
cord_uid_001643,sha_0000066b,PMC,Transmission Mortality: A diagnosis Study,10.1000/001643,PMC0001643,,cc-by,This study investigates SARS-CoV-2 in relation to diagnosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 342 patients.,2022-07-27,"Wilson, M.; Moore, Q.; Davis, G.",Cell,,,,,,,
cord_uid_001644,sha_0000066c,PubMed,Variant Ventilator: A cardiovascular Study,10.1000/001644,PMC0001644,,custom,This study investigates mortality in relation to cardiovascular. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 77 patients.,2020-02-28,"Martin, S.; Jones, D.; Gonzalez, L.; Moore, Q.",Journal of Medical Virology,,,,,pmc_001644.json,https://example.com/paper/1644,s2_00001644
cord_uid_001645,,WHO,Immunity Asymptomatic Elderly: A dermatological Study,10.1000/001645,PMC0001645,138984,custom,This study investigates immunity in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1140 patients.,2020-02-18,"Miller, F.; Garcia, E.",Virology,mag_00001645,cov_001645,,pdf_001645.json,,,
cord_uid_001646,sha_0000066e,PMC,Vaccine Sars-Cov-2: A gastrointestinal Study,10.1000/001646,,237994,cc-by-nc,This study investigates vaccine in relation to gastrointestinal. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 941 patients.,2020-06-04,"Jones, D.; Miller, F.",Emerging Infectious Diseases,,,,,,,
cord_uid_001647,sha_0000066f,WHO,Sars-Cov-2 Covid-19 Comorbidity: A epidemiology Study,,PMC0001647,895798,cc-by,,2020-08-26,"Garcia, E.; Moore, Q.; Martin, S.; Rodriguez, H.; Davis, G.",Nature Medicine,,,,,,https://example.com/paper/1647,s2_00001647
cord_uid_001648,,PubMed,Antibody Ventilator: A neurological Study,10.1000/001648,,,cc-by,This study investigates immunity in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4452 patients.,2022-10-29,,Emerging Infectious Diseases,mag_00001648,,,pdf_001648.json,pmc_001648.json,https://example.com/paper/1648,
cord_uid_001649,sha_00000671,Custom,Transmission Antibody Coronavirus: A complications Study,10.1000/001649,,291160,cc-by-nc,This study investigates mortality in relation to complications. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4864 patients.,2022-07-20,"Martinez, I.; Hernandez, J.",NEJM,mag_00001649,,,,,,
cord_uid_001650,,WHO,Mortality: A recovery Study,10.1000/001650,PMC0001650,405416,cc0,This study investigates coronavirus in relation to recovery. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 2715 patients.,2022-11-20,,Emerging Infectious Diseases,mag_00001650,,,,,https://example.com/paper/1650,
cord_uid_001651,,WHO,Variant Immunity: A complications Study,10.1000/001651,PMC0001651,,custom,,2020-10-13,"Jackson, R.; Davis, G.",JAMA,,cov_001651,arXiv:2017.4838,,,https://example.com/paper/1651,s2_00001651
cord_uid_001652,sha_00000674,Custom,Coronavirus Covid-19 Asymptomatic: A treatment Study,10.1000/001652,PMC0001652,,cc-by,This study investigates SARS-CoV-2 in relation to treatment. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2245 patients.,2021-12-17,"Moore, Q.; Thomas, O.; Lopez, K.",Clinical Infectious Diseases,mag_00001652,,,,,https://example.com/paper/1652,
cord_uid_001653,sha_00000675,WHO,Social Distancing Immunity Testing: A diagnosis Study,10.1000/001653,,908564,custom,This study investigates testing in relation to diagnosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2917 patients.,2021-08-13,"Martin, S.; Brown, C.",Nature Medicine,,cov_001653,,pdf_001653.json,pmc_001653.json,,
cord_uid_001654,sha_00000676,WHO,Variant Lockdown Pandemic: A neurological Study,10.1000/001654,PMC0001654,924130,cc-by-nc,This study investigates pandemic in relation to neurological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 558 patients.,2020-08-23,"Lopez, K.; Wilson, M.; Garcia, E.",Nature,mag_00001654,,,,,https://example.com/paper/1654,
cord_uid_001655,,WHO,Mortality Vaccine: A clinical trial Study,10.1000/001655,PMC0001655,972798,cc-by,This study investigates antibody in relation to clinical trial. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 1892 patients.,2021-07-14,"Wilson, M.; Williams, B.",Scientific Reports,,,arXiv:2008.4114,pdf_001655.json,,,s2_00001655
cord_uid_001656,sha_00000678,Custom,Hospitalization Covid-19 Variant: A treatment Study,10.1000/001656,PMC0001656,404581,cc-by-nc,This study investigates coronavirus in relation to treatment. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 1389 patients.,2022-03-22,"Garcia, E.; Gonzalez, L.; Rodriguez, H.",The Lancet,mag_00001656,,arXiv:2001.8646,pdf_001656.json,pmc_001656.json,https://example.com/paper/1656,
cord_uid_001657,sha_00000679,PubMed,Coronavirus Sars-Cov-2 Pandemic: A pathogenesis Study,10.1000/001657,,,cc0,This study investigates social distancing in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 125 patients.,2020-02-20,"Gonzalez, L.; Martinez, I.; Jones, D.",Virology,,cov_001657,,,,https://example.com/paper/1657,s2_00001657
cord_uid_001658,sha_0000067a,PMC,Transmission Covid-19 Social Distancing: A long-term effects Study,10.1000/001658,PMC0001658,,cc-by-nc,,2021-07-23,"Johnson, A.; Rodriguez, H.; Williams, B.",BMJ,mag_00001658,,,,,,
cord_uid_001659,sha_0000067b,PubMed,Testing Variant: A respiratory Study,10.1000/001659,PMC0001659,168199,cc-by-nc,This study investigates pandemic in relation to respiratory. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 2219 patients.,2020-01-01,"Davis, G.; Lopez, K.; Williams, B.; Hernandez, J.; Gonzalez, L.",Journal of Medical Virology,,,,,,https://example.com/paper/1659,
cord_uid_001660,sha_0000067c,CDC,Lockdown: A treatment Study,,,623142,cc-by,This study investigates variant in relation to treatment. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 2206 patients.,2022-07-22,"Johnson, A.",BMJ,,,,,,,
cord_uid_001661,,Custom,Asymptomatic: A cardiovascular Study,10.1000/001661,PMC0001661,,cc-by,This study investigates SARS-CoV-2 in relation to cardiovascular. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2558 patients.,2022-05-17,"Garcia, E.; Martinez, I.; Smith, J.",Virology,,,,pdf_001661.json,,https://example.com/paper/1661,
cord_uid_001662,sha_0000067e,Custom,Pandemic Lockdown Sars-Cov-2: A clinical trial Study,10.1000/001662,PMC0001662,774116,cc-by,This study investigates outbreak in relation to clinical trial. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 4187 patients.,2020-05-01,"Garcia, E.",Cell,mag_00001662,cov_001662,,,pmc_001662.json,https://example.com/paper/1662,
cord_uid_001663,sha_0000067f,Custom,Lockdown Mortality: A diagnosis Study,10.1000/001663,PMC0001663,,cc0,This study investigates asymptomatic in relation to diagnosis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 3369 patients.,2020-10-03,"Rodriguez, H.; Garcia, E.; Thomas, O.; Davis, G.",Emerging Infectious Diseases,,,arXiv:2005.3222,pdf_001663.json,,https://example.com/paper/1663,
cord_uid_001664,,CDC,Ventilator Outbreak: A long-term effects Study,10.1000/001664,PMC0001664,763804,cc-by-nc,,2022-04-21,"Anderson, N.; Taylor, P.; Williams, B.; Smith, J.",Science,mag_00001664,cov_001664,,pdf_001664.json,,,
cord_uid_001665,sha_00000681,CDC,Transmission Hospitalization Antibody: A risk factors Study,10.1000/001665,PMC0001665,499880,custom,This study investigates coronavirus in relation to risk factors. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1393 patients.,2020-03-22,"Williams, B.",Nature,mag_00001665,,arXiv:2018.7934,pdf_001665.json,pmc_001665.json,https://example.com/paper/1665,
cord_uid_001666,sha_00000682,PubMed,Hospitalization: A long-term effects Study,10.1000/001666,PMC0001666,463264,cc0,This study investigates COVID-19 in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 1528 patients.,2021-06-07,"Gonzalez, L.; Thomas, O.; Miller, F.; Wilson, M.",PLOS ONE,,,arXiv:2013.1140,pdf_001666.json,,,s2_00001666
cord_uid_001667,sha_00000683,PubMed,Sars-Cov-2 Outbreak: A recovery Study,10.1000/001667,,713457,cc-by-nc,This study investigates mortality in relation to recovery. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 1580 patients.,2020-02-14,"Johnson, A.; Jackson, R.; Taylor, P.",Journal of Medical Virology,,,,,,,
cord_uid_001668,,CDC,Immunity Coronavirus: A long-term effects Study,,PMC0001668,392639,cc0,This study investigates pandemic in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 947 patients.,2020-02-25,"Martin, S.; Moore, Q.; Miller, F.",Science,mag_00001668,,,,,https://example.com/paper/1668,
cord_uid_001669,sha_00000685,PubMed,Asymptomatic Mortality: A cardiovascular Study,,,323250,custom,This study investigates pandemic in relation to cardiovascular. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 2953 patients.,2020-12-20,"Garcia, E.; Hernandez, J.",Scientific Reports,,,arXiv:2012.8732,pdf_001669.json,pmc_001669.json,https://example.com/paper/1669,
cord_uid_001670,sha_00000686,Custom,Hospitalization Lockdown: A respiratory Study,10.1000/001670,PMC0001670,,cc0,This study investigates ventilator in relation to respiratory. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 4952 patients.,2020-05-02,"Thomas, O.; Smith, J.",Virology,,,,pdf_001670.json,,,
cord_uid_001671,,Custom,Covid-19 Outbreak: A long-term effects Study,10.1000/001671,PMC0001671,,cc-by-nc,,2020-06-16,"Lopez, K.; Brown, C.; Gonzalez, L.; Moore, Q.; Williams, B.",Clinical Infectious Diseases,mag_00001671,cov_001671,,,pmc_001671.json,,s2_00001671
cord_uid_001672,sha_00000688,PMC,Testing Vaccine Antibody: A epidemiology Study,10.1000/001672,,,cc0,This study investigates COVID-19 in relation to epidemiology. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 358 patients.,2022-07-12,"Gonzalez, L.; Smith, J.",Clinical Infectious Diseases,mag_00001672,,,pdf_001672.json,pmc_001672.json,https://example.com/paper/1672,s2_00001672
cord_uid_001673,sha_00000689,CDC,Comorbidity: A complications Study,10.1000/001673,PMC0001673,,custom,,2021-02-17,"Johnson, A.; Garcia, E.; Davis, G.; Martinez, I.; Anderson, N.",Emerging Infectious Diseases,,cov_001673,,pdf_001673.json,pmc_001673.json,https://example.com/paper/1673,
cord_uid_001674,,PubMed,Testing Social Distancing Outbreak: A risk factors Study,10.1000/001674,PMC0001674,988090,cc-by,This study investigates mortality in relation to risk factors. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 1834 patients.,2021-03-01,"Garcia, E.; Jackson, R.; Smith, J.",JAMA,,cov_001674,,,pmc_001674.json,https://example.com/paper/1674,
cord_uid_001675,sha_0000068b,CDC,Immunity Covid-19: A gastrointestinal Study,10.1000/001675,PMC0001675,839960,cc-by-nc,This study investigates ICU in relation to gastrointestinal. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 412 patients.,2022-04-22,"Smith, J.",The Lancet,mag_00001675,cov_001675,,,,https://example.com/paper/1675,
cord_uid_001676,sha_0000068c,WHO,Social Distancing Outbreak Asymptomatic: A clinical trial Study,10.1000/001676,PMC0001676,408505,custom,This study investigates hospitalization in relation to clinical trial. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 3321 patients.,2020-02-24,"Taylor, P.; Miller, F.",Nature,,cov_001676,,pdf_001676.json,,https://example.com/paper/1676,s2_00001676
cord_uid_001677,sha_0000068d,PubMed,Mortality Covid-19: A complications Study,10.1000/001677,,390614,cc-by-nc,,2020-05-06,"Johnson, A.; Martinez, I.; Taylor, P.; Thomas, O.; Wilson, M.",Science,,,,pdf_001677.json,,,
cord_uid_001678,sha_0000068e,CDC,Ventilator: A recovery Study,,PMC0001678,966198,cc0,This study investigates ICU in relation to recovery. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 4075 patients.,2021-01-31,"Jones, D.; Lopez, K.; Smith, J.",Lancet Infectious Diseases,mag_00001678,,,,pmc_001678.json,,
cord_uid_001679,sha_0000068f,PubMed,Asymptomatic: A complications Study,,,971340,custom,This study investigates immunity in relation to complications. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 1851 patients.,2021-09-18,"Anderson, N.; Miller, F.; Jackson, R.; Gonzalez, L.",Clinical Infectious Diseases,,,,pdf_001679.json,,https://example.com/paper/1679,s2_00001679
cord_uid_001680,,PMC,Lockdown Hospitalization Antibody: A diagnosis Study,10.1000/001680,,367299,cc0,,2020-10-16,"Garcia, E.; Anderson, N.; Lopez, K.; Thomas, O.; Taylor, P.",Nature Medicine,,,,,pmc_001680.json,,
cord_uid_001681,,CDC,Asymptomatic: A dermatological Study,10.1000/001681,PMC0001681,227305,cc-by-nc,This study investigates outbreak in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1085 patients.,2022-10-12,"Taylor, P.; Davis, G.; Moore, Q.; Thomas, O.",BMJ,,,,pdf_001681.json,pmc_001681.json,https://example.com/paper/1681,s2_00001681
cord_uid_001682,sha_00000692,WHO,Antibody Asymptomatic: A pathogenesis Study,,PMC0001682,634948,cc-by,This study investigates comorbidity in relation to pathogenesis. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 3133 patients.,2022-04-05,"Lopez, K.; Gonzalez, L.; Garcia, E.; Anderson, N.",Nature Medicine,,,,,,https://example.com/paper/1682,
cord_uid_001683,sha_00000693,PubMed,Lockdown Testing Sars-Cov-2: A prognosis Study,10.1000/001683,PMC0001683,,custom,This study investigates lockdown in relation to prognosis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 3308 patients.,2020-03-10,"Taylor, P.; Miller, F.; Smith, J.",Nature,,,,pdf_001683.json,,https://example.com/paper/1683,
cord_uid_001684,,WHO,Icu Hospitalization Lockdown: A respiratory Study,,PMC0001684,959969,cc0,This study investigates lockdown in relation to respiratory. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using retrospective analysis of 1126 patients.,2021-11-23,"Martin, S.; Anderson, N.; Davis, G.; Hernandez, J.; Martinez, I.",JAMA,mag_00001684,,,pdf_001684.json,,https://example.com/paper/1684,
cord_uid_001685,sha_00000695,CDC,Testing Immunity Mortality: A dermatological Study,,PMC0001685,457960,custom,This study investigates lockdown in relation to dermatological. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 4044 patients.,2020-03-05,"Martinez, I.; Anderson, N.",Science,mag_00001685,,,,,https://example.com/paper/1685,
cord_uid_001686,sha_00000696,PubMed,Ventilator Mortality Coronavirus: A diagnosis Study,,,793110,custom,This study investigates COVID-19 in relation to diagnosis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 1815 patients.,2022-11-15,"Jackson, R.",Nature Medicine,mag_00001686,,,pdf_001686.json,,https://example.com/paper/1686,
cord_uid_001687,sha_00000697,CDC,Vaccine Transmission Social Distancing: A complications Study,10.1000/001687,PMC0001687,511485,custom,This study investigates comorbidity in relation to complications. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 1535 patients.,2020-05-04,"Rodriguez, H.; Thomas, O.",Science,mag_00001687,,,,,https://example.com/paper/1687,
cord_uid_001688,sha_00000698,PMC,Asymptomatic: A pathogenesis Study,10.1000/001688,PMC0001688,168667,cc-by-nc,This study investigates outbreak in relation to pathogenesis. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using retrospective analysis of 262 patients.,2020-11-18,"Miller, F.; Martinez, I.; Williams, B.; Davis, G.; Anderson, N.",Emerging Infectious Diseases,,cov_001688,arXiv:2002.2855,pdf_001688.json,,https://example.com/paper/1688,s2_00001688
cord_uid_001689,sha_00000699,PubMed,Covid-19 Antibody: A complications Study,10.1000/001689,PMC0001689,,cc-by-nc,This study investigates ventilator in relation to complications. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using prospective analysis of 1667 patients.,2019-12-04,"Miller, F.",The Lancet,,cov_001689,arXiv:2011.5011,,pmc_001689.json,https://example.com/paper/1689,s2_00001689
cord_uid_001690,sha_0000069a,Custom,Pandemic: A pathogenesis Study,10.1000/001690,PMC0001690,477881,custom,This study investigates asymptomatic in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 3355 patients.,2020-05-30,"Hernandez, J.; Williams, B.; Martinez, I.; Lopez, K.",Cell,mag_00001690,,,,,,s2_00001690
cord_uid_001691,sha_0000069b,CDC,Variant Immunity: A neurological Study,10.1000/001691,,222757,cc0,This study investigates mortality in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using prospective analysis of 4230 patients.,2021-10-06,"Davis, G.; Wilson, M.; Taylor, P.; Jackson, R.; Martin, S.",Lancet Infectious Diseases,,cov_001691,,pdf_001691.json,pmc_001691.json,https://example.com/paper/1691,
cord_uid_001692,,Custom,Covid-19 Lockdown: A pathogenesis Study,10.1000/001692,PMC0001692,152569,custom,This study investigates comorbidity in relation to pathogenesis. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using retrospective analysis of 1198 patients.,2020-01-25,"Williams, B.",Nature Medicine,mag_00001692,,,,pmc_001692.json,https://example.com/paper/1692,
cord_uid_001693,sha_0000069d,WHO,Vaccine: A dermatological Study,10.1000/001693,,412545,custom,This study investigates COVID-19 in relation to dermatological. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using cross-sectional analysis of 1287 patients.,2020-07-31,"Martin, S.; Taylor, P.; Miller, F.; Johnson, A.; Brown, C.",PLOS ONE,,,,pdf_001693.json,pmc_001693.json,https://example.com/paper/1693,s2_00001693
cord_uid_001694,,PubMed,Covid-19 Outbreak: A gastrointestinal Study,10.1000/001694,,374716,cc-by,This study investigates asymptomatic in relation to gastrointestinal. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 2262 patients.,2020-02-17,"Taylor, P.; Smith, J.; Williams, B.; Miller, F.",The Lancet,,cov_001694,,pdf_001694.json,,,s2_00001694
cord_uid_001695,sha_0000069f,CDC,Coronavirus Ventilator Pandemic: A long-term effects Study,,PMC0001695,701825,cc-by-nc,This study investigates immunity in relation to long-term effects. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 436 patients.,2020-08-23,"Williams, B.; Davis, G.; Gonzalez, L.; Martinez, I.; Martin, S.",Cell,mag_00001695,cov_001695,,,,https://example.com/paper/1695,
cord_uid_001696,sha_000006a0,Custom,Pandemic: A neurological Study,10.1000/001696,PMC0001696,232224,cc0,This study investigates coronavirus in relation to neurological. Our findings suggest significant implications for prevention of COVID-19. The research was conducted using cross-sectional analysis of 1825 patients.,2022-10-30,"Smith, J.; Gonzalez, L.; Martinez, I.; Miller, F.",Nature,mag_00001696,,arXiv:2011.4218,,pmc_001696.json,https://example.com/paper/1696,s2_00001696
cord_uid_001697,sha_000006a1,Custom,Transmission: A neurological Study,10.1000/001697,,,cc-by-nc,,2021-12-04,"Moore, Q.; Martin, S.; Jackson, R.",BMJ,,cov_001697,,,,https://example.com/paper/1697,
cord_uid_001698,sha_000006a2,CDC,Testing Social Distancing Pandemic: A epidemiology Study,,PMC0001698,262711,cc0,This study investigates comorbidity in relation to epidemiology. Our findings suggest significant implications for treatment of COVID-19. The research was conducted using prospective analysis of 1680 patients.,2021-10-12,"Brown, C.; Smith, J.; Davis, G.; Taylor, P.; Williams, B.",Cell,mag_00001698,,,pdf_001698.json,,https://example.com/paper/1698,
cord_uid_001699,sha_000006a3,Custom,Lockdown Vaccine Covid-19: A clinical trial Study,10.1000/001699,,,custom,This study investigates ICU in relation to clinical trial. Our findings suggest significant implications for diagnosis of COVID-19. The research was conducted using cross-sectional analysis of 4400 patients.,2020-12-22,"Jones, D.; Hernandez, J.; Moore, Q.; Jackson, R.; Thomas, O.",Scientific Reports,,,,pdf_001699.json,pmc_001699.json,https://example.com/paper/1699,s2_00001699
